0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.09951280575189617,0.14024030006120985,0.18642554270110318,0.22007651815177093,0.2678345461628737,0.3135203644108803,0.3558571145320154,0.38696171454900186,0.4406373090442891,0.47716879220178327,0.5284532363452547,0.5566365970020847,0.6051102865510172,0.6503048759829584,0.6948946901002462,0.7322855950231878,0.7794265353675618,0.8214311746750191,0.8520443412159109,0.8941906039777331
0.4828621681489908,0.4843867303971788,0.5711623656767196,0.46807871704889487,0.40748735883241916,0.39566923810117544,0.5590942824959286,0.5600026316977902,0.5311442386831206,0.6063775513429617,0.49300937963518254,0.44857554960250534,0.5129623580987277,0.5458922071378154,0.47801575071027164,0.4004809951592169,0.450729621342614,0.49050503668756773,0.5170439623783583,0.4011840879913134
0.4894058180391543,0.4944341641651661,0.4320749056792278,0.4662216670583268,0.5276519237044737,0.49114251462794656,0.5055523061088573,0.48378952064913855,0.5151071097675092,0.513092364367969,0.5199235382101527,0.4909103312287441,0.46195941272035357,0.5307446136643705,0.4964154554051907,0.5377380687593526,0.5309677124465848,0.49150393134147075,0.5133490185518137,0.5221176529890386
0.5103213638017656,0.5104218827568383,0.5387255209319002,0.48222008707959185,0.47351048155368075,0.4947404367296004,0.523885735686818,0.507206693135268,0.5381859412449289,0.48091999322557666,0.5500646807788548,0.5236590390968541,0.5070393714597264,0.499224388801106,0.5381080447261878,0.4942203080372217,0.5034752088188498,0.5361860425898615,0.5356221519515691,0.5067833646663157
0.524116686837172,0.5423150382505705,0.5659607179548687,0.52577799648036,0.5329639156449373,0.5363264138126727,0.5340356854229594,0.5020669799908128,0.5378315934751561,0.5419672887954359,0.5529714370720513,0.5578255279488984,0.5600162767317513,0.5622284612360297,0.5449246707257726,0.5655000466717764,0.5620441293660624,0.5484002979248956,0.5405933723414325,0.5581303358765395
0.5591284188315749,0.539896531584754,0.5474730484793803,0.5782561047051689,0.5599486676688359,0.5943715401580885,0.5711006450590644,0.5847808970506312,0.5619601582825046,0.5914529112910843,0.5618429060949519,0.5705897774607324,0.5632143150082196,0.5861514226255922,0.5571164923026883,0.5786589311056144,0.5905628265849239,0.5764045887136782,0.5888071900766383,0.5890559278544133
0.5676625728720642,0.5725267364305855,0.580545233369064,0.5565931601531413,0.5710511596402382,0.551583725043089,0.5644510604088835,0.5687886962265509,0.567826106395195,0.572683130330029,0.5777426807235368,0.5534699686534066,0.5795229381400049,0.569354653973674,0.5686614982024725,0.5776437470992887,0.5666802754726947,0.5988979849971654,0.5846046456844328,0.5605490897869129
0.5471793559473273,0.5464352920525242,0.5497780012660418,0.5501196172864337,0.5492971760265816,0.5496162647489614,0.5548152561756515,0.5561837538815069,0.558723705847686,0.5568540002847127,0.5613304902483716,0.5546640556941552,0.5612497441028802,0.5597210959838936,0.5618372528987045,0.567310461302451,0.5647652784048438,0.5680290326878765,0.5678846773074241,0.5698477931829994
0.535700434658416,0.5258990699493005,0.5304718360941828,0.5264461723318246,0.535794910560014,0.5404929663306216,0.5310000067424242,0.5424199782542738,0.5372367404938159,0.5492947798236242,0.531834407474508,0.5285785833770015,0.5437076898176242,0.5359101486253371,0.5311985800810607,0.5369141151805503,0.5625321015105784,0.5484818532374105,0.5502165421193922,0.5520622686568408
0.4917272086318503,0.4911127784687935,0.4904658431072201,0.49530822038291794,0.49626240190091897,0.4993791493561722,0.5011932898243681,0.5014541173962637,0.5001999833592091,0.5036857602407206,0.5033292811085975,0.5066101955801603,0.5018591518231761,0.5154996435879788,0.5095311643754196,0.5067304080665542,0.5106510267841442,0.5136198614614027,0.5230890011975312,0.5156268667713854
