f,seed,converted_fraction,mean_free_belief,prop3_reference
0.05,0,0.0,0.07097153460928739,0.08135715810327049
0.05,1,0.0,0.07777285346643185,0.08135715810327049
0.05,2,0.0,0.06092742374231464,0.08135715810327049
0.05,3,0.0,0.0599165223841928,0.08135715810327049
0.05,4,0.0,0.06981509776317256,0.08135715810327049
0.1,0,0.0,0.08662282283738271,0.15648111625970584
0.1,1,0.0,0.08700915931648208,0.15648111625970584
0.1,2,0.0,0.08704232053652294,0.15648111625970584
0.1,3,0.0,0.09259313329349671,0.15648111625970584
0.1,4,0.0,0.09879238141751928,0.15648111625970584
0.15,0,0.0,0.11175325445076688,0.2258204500943467
0.15,1,0.0,0.09957842555550997,0.2258204500943467
0.15,2,0.0,0.09029391333307361,0.2258204500943467
0.15,3,0.0,0.10298551612777966,0.2258204500943467
0.15,4,0.0,0.10297048775375413,0.2258204500943467
0.2,0,0.0,0.1202583687341588,0.28979349944531385
0.2,1,0.0,0.13783357907098048,0.28979349944531385
0.2,2,0.0,0.11137285858896405,0.28979349944531385
0.2,3,0.0,0.13286594583886813,0.28979349944531385
0.2,4,0.0,0.13011745235816022,0.28979349944531385
0.25,0,0.0,0.1462386587543383,0.3487902710008862
0.25,1,0.0,0.15638441656054672,0.3487902710008862
0.25,2,0.0,0.15116885483550965,0.3487902710008862
0.25,3,0.0,0.12951484899563545,0.3487902710008862
0.25,4,0.0,0.12421048014553697,0.3487902710008862
0.3,0,0.0,0.19161958245277483,0.40317422957577365
0.3,1,0.0,0.16316344926264786,0.40317422957577365
0.3,2,0.0,0.1588857144777669,0.40317422957577365
0.3,3,0.0,0.1474976110532268,0.40317422957577365
0.3,4,0.0,0.18035260164407343,0.40317422957577365
0.4,0,0.0,0.20688728950869847,0.4994348737993709
0.4,1,0.0,0.1989307111023592,0.4994348737993709
0.4,2,0.0,0.16647175554800067,0.4994348737993709
0.4,3,0.0,0.24097329800196932,0.4994348737993709
0.4,4,0.0,0.21905058222880225,0.4994348737993709
